Rank,Profile,Ticker,Sector,Final_Score,Rule_Based_Score,ML_Probability,KMeans_Cluster,HDBSCAN_Cluster_ID,Is_Outlier,RET,VOL,BETA,PE,PB,ROE,ROA,REV_G,EPS_G,DY,Reason
15,Tăng trưởng,SCR.VN,Midcap,0.509082993506996,0.49172852610609263,0.859492100930925,3,-1,1,0.341549295774648,0.0268665445927491,0.726,26.246077,0.4355091,0.017144,0.00878,0.368,7.608,2.81,tăng trưởng EPS tốt; lưu ý: mã dị biệt theo HDBSCAN
16,Tăng trưởng,PAN.VN,Midcap,0.5066092554245958,0.45176987879697234,0.7614813610668607,1,6,0,0.1768695562953925,0.0220046043842235,0.626,6.016847,1.1464198,0.17608999,0.04083,-0.086,4.439,9.32,tăng trưởng EPS tốt
17,Tăng trưởng,POW.VN,Energy,0.5019239950520703,0.388621374346154,0.91955613203905,3,11,0,0.2693333849826409,0.020035017151258,0.714,12.594459,1.0843557,0.100480005,0.0306,0.512,1.448,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
18,Tăng trưởng,TCB.VN,Banking,0.4937054842406728,0.3651169617363275,0.9524944441009742,0,2,0,0.448046402424195,0.0201870092872197,0.914,8.787346,1.3439496,0.15788999,0.02467,0.211,0.118,2.17,điểm tổng hợp phù hợp hơn các mã còn lại
19,Tăng trưởng,MSB.VN,Banking,0.47433376261278803,0.3363029183850917,0.9556868789728956,0,1,0,0.2987012987012987,0.020046630538867,0.615,7.6745768,1.0251509,0.14335,0.01615,0.099,0.196,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
20,Tăng trưởng,MWG.VN,Retail,0.4686733639839697,0.44642832292097223,0.8246941517571568,3,-1,1,0.4814089260772629,0.020571817104407,0.449,14.285714,3.3057745,0.2525,0.06697,0.286,0.748,1.26,ROE tốt; lưu ý: mã dị biệt theo HDBSCAN
21,Tăng trưởng,HAH.VN,Logistics,0.4669381959442664,0.43768862178407947,0.842224642781643,1,-1,1,0.5807295097613412,0.0267055176261034,0.43,8.692689,2.0633388,0.29677,0.14130999,0.073,-0.039,1.4,ROE tốt; lưu ý: mã dị biệt theo HDBSCAN
22,Tăng trưởng,TPB.VN,Banking,0.46673798403429956,0.33791967471801304,0.9207768469267616,0,1,0,0.1714584022069438,0.0222481317541997,0.668,5.9307694,0.97564375,0.16904,0.01615,0.09,-0.012,6.03,điểm tổng hợp phù hợp hơn các mã còn lại
23,Tăng trưởng,ACB.VN,Banking,0.4625266740458075,0.34749016974363006,0.8771342209010657,0,1,0,0.133642205020082,0.0161070491537156,0.319,7.247091,1.1859698,0.17508,0.01692,0.127,0.175,4.39,điểm tổng hợp phù hợp hơn các mã còn lại
24,Tăng trưởng,BMP.VN,Industrial,0.45817736330450504,0.45769604013027027,0.7511605408532632,1,-1,1,0.4300109317967056,0.0224672108808075,0.657,9.157509,3.5869005,0.3463736000000003,0.2155135976000003,0.054,0.059,10.608400000000008,ROE tốt; lưu ý: mã dị biệt theo HDBSCAN
25,Tăng trưởng,PET.VN,Midcap,0.44751614547926616,0.41256081472950473,0.8348943006744515,3,-1,1,0.3438734967259778,0.029222129533992,0.409,17.15263,2.1543696,0.15958,0.02191,0.526,0.971,1.03,lưu ý: mã dị biệt theo HDBSCAN
26,Tăng trưởng,GAS.VN,Energy,0.44609053393001286,0.3767916916455031,0.7293453991126427,1,5,0,0.169565246032991,0.0177682020129978,0.698,18.621975,3.177473,0.17497,0.09603,0.481,0.068,2.41,điểm tổng hợp phù hợp hơn các mã còn lại
27,Tăng trưởng,VND.VN,Securities,0.44279954411428346,0.3736846125809485,0.9248812612304782,0,-1,1,0.6128136045330321,0.0274602437098891,1.06,11.389522,1.1907245,0.105179995,0.04456,0.406,0.426,3.06,lưu ý: mã dị biệt theo HDBSCAN
28,Tăng trưởng,DPM.VN,Materials,0.439515887309893,0.33794494103500833,0.8118177143415487,3,10,0,0.1781509538782171,0.0202778928459491,0.36,16.666666,1.5378624,0.1116,0.0436,0.365,0.436,3.28,điểm tổng hợp phù hợp hơn các mã còn lại
29,Tăng trưởng,VIC.VN,Real Estate,0.4348337189747736,0.3727134370994027,0.8957372520207666,2,-1,1,2.549734895191145,0.0307735562632477,1.4812000000000003,100.99298720000029,11.0641,0.09277,0.0051200003,0.245,-0.014,2.81,hiệu suất giá tốt; lưu ý: mã dị biệt theo HDBSCAN
30,Tăng trưởng,DBC.VN,Consumer,0.4325611555898438,0.33614918007024597,0.7890269181626867,3,10,0,0.1154593793542868,0.0221643481758674,1.095,6.455768,0.9915659,0.1751,0.06841,0.143,-0.264,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
31,Tăng trưởng,VRE.VN,Real Estate,0.4309387466274119,0.3785294402148682,0.8638725539080166,0,-1,1,0.8959537572254335,0.0266830342820469,0.927,10.842795,1.5409305,0.14773,0.04242,0.076,0.365,2.81,lưu ý: mã dị biệt theo HDBSCAN
32,Tăng trưởng,SSI.VN,Securities,0.4259762858021368,0.3627425841610695,0.8882259075575526,0,-1,1,0.2092338377699256,0.0240476618610594,1.169,13.157894,1.7615561,0.13479,0.05126,0.467,0.192,3.36,lưu ý: mã dị biệt theo HDBSCAN
33,Tăng trưởng,BSR.VN,Energy,0.42485043929988725,0.3648775658559665,0.8777445728028429,3,-1,1,0.2112499748094352,0.027648296818571,0.589,11.709601,2.542857,0.14062999,0.039470002,0.444,0.1805,2.81,lưu ý: mã dị biệt theo HDBSCAN
34,Tăng trưởng,LPB.VN,Banking,0.4172726303731229,0.37091920813053286,0.8305167387269996,0,-1,1,0.4393881267431054,0.0215746621720011,0.725,14.226691,3.2124126,0.23426001,0.020669999,-0.025,-0.101,5.64,ROE tốt; lưu ý: mã dị biệt theo HDBSCAN
35,Tăng trưởng,VJC.VN,Aviation,0.4137669219140574,0.35401783828153255,0.8638177404679385,3,-1,1,1.056056056056056,0.0254452606456637,0.486,40.03932,4.137913,0.114259996,0.02116,0.171,0.505,2.81,lưu ý: mã dị biệt theo HDBSCAN
36,Tăng trưởng,BVH.VN,Insurance,0.405186117459274,0.29856618859233336,0.7847591417785629,3,4,0,0.1755466445736297,0.0231792948849196,0.201,17.331022,2.1225724,0.12069,0.01544,0.054,0.189,1.46,điểm tổng hợp phù hợp hơn các mã còn lại
37,Tăng trưởng,PNJ.VN,Retail,0.40183120126707783,0.5064408973702966,0.1892902924314807,1,5,0,0.0228182502783464,0.0212449964889569,0.544,9.98004,2.320336,0.27692,0.15341,0.79,1.167,2.04,tăng trưởng doanh thu tốt; ROE tốt
38,Tăng trưởng,STB.VN,Banking,0.38781091037309817,0.24523472320592446,0.8645864165158043,3,9,0,0.6216216216216217,0.0222789882437298,0.959,13.7126755,2.229506,0.07754,0.0057200002,-0.275,-0.574,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
39,Tăng trưởng,HHV.VN,Construction,0.3815157377669632,0.2968255677273205,0.8949513614313552,3,-1,1,0.1756409962028997,0.022003179583098,0.786,9.349885,0.52967644,0.05924,0.025829999,0.234,0.393,2.81,lưu ý: mã dị biệt theo HDBSCAN
40,Tăng trưởng,VSC.VN,Logistics,0.3807216526193899,0.2889920847263854,0.9137087732436804,3,-1,1,0.6307090446550514,0.0324981412910603,0.42,28.260214,1.4930767,0.081379995,0.041890003,0.262,-0.834,2.43,lưu ý: mã dị biệt theo HDBSCAN
41,Tăng trưởng,CTD.VN,Construction,0.3793103767097671,0.3399626941771581,0.7653459631430257,3,-1,1,0.1202645070315704,0.0251887719191873,0.858,10.384215,0.87560153,0.0924,0.01682,0.281,1.155,1.22,lưu ý: mã dị biệt theo HDBSCAN
42,Tăng trưởng,VIB.VN,Banking,0.3368941091985867,0.37359212282887927,0.3015184928734848,0,1,0,0.0708319959311818,0.0177450868318352,0.57,7.132668,1.1013271,0.16360001,0.01432,0.446,0.157,5.66,điểm tổng hợp phù hợp hơn các mã còn lại
43,Tăng trưởng,MSN.VN,Consumer,0.33639449614156935,0.4011050352627175,0.2224838858306684,3,4,0,0.0861581920903955,0.0209355049383975,0.78,23.310024,3.0108242,0.1731,0.03869,0.271,2.15,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
44,Tăng trưởng,DXG.VN,Real Estate,0.3315045940205204,0.230867026611321,0.8795907015703828,3,-1,1,0.3041400989967509,0.0267534691992001,0.808,76.33388,1.1341723,0.03827,0.01505,0.462,-0.263,2.81,lưu ý: mã dị biệt theo HDBSCAN
45,Tăng trưởng,CII.VN,Construction,0.3293482076736314,0.21645962172817224,0.9113058898556432,3,-1,1,0.8218849444431355,0.0316324739309666,0.754,93.45794,1.2568492,0.02888,0.0185,0.198,-0.087,2.84,lưu ý: mã dị biệt theo HDBSCAN
46,Tăng trưởng,VNM.VN,Consumer,0.3278392076410501,0.42325503219353516,0.1262427404223022,1,5,0,0.0616401954500214,0.0163844055164813,0.393,13.400106,4.0184402,0.2768,0.13334,0.246,0.558,9.07,ROE tốt
47,Tăng trưởng,DCM.VN,Materials,0.32077400802277994,0.426831660245659,0.0879673834032746,1,6,0,-0.0288722344952443,0.0204555889721782,0.247,10.7181,1.9076474,0.21162,0.08207,0.552,0.911,4.83,điểm tổng hợp phù hợp hơn các mã còn lại
48,Tăng trưởng,DGW.VN,Retail,0.32019222619961785,0.40868595836574856,0.1364482213743753,3,7,0,-0.026478671590113,0.0246412457327064,0.327,14.306151,2.5385888,0.19156,0.05495,0.54,0.878,2.4,điểm tổng hợp phù hợp hơn các mã còn lại
49,Tăng trưởng,KBC.VN,Real Estate,0.31758880416012325,0.16728039905541203,0.8019700992853395,3,10,0,0.2554744525547445,0.0244279246992217,1.038,18.939394,1.1891767,0.06577,0.02043,-0.569,-0.767,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
50,Tăng trưởng,VCI.VN,Securities,0.294714725222992,0.34238064628309717,0.2201930912992962,0,9,0,0.0639194008565022,0.0227031571122266,0.876,18.018017,1.5675726,0.09283,0.04563,0.69,-0.024,2.26,tăng trưởng doanh thu tốt
51,Tăng trưởng,BID.VN,Banking,0.2876168042836175,0.34080136200459393,0.1962234035216071,0,2,0,0.0428879177757983,0.0162964008701505,0.937,11.299435,1.7237077,0.18096,0.010039999,0.141,0.123,1.03,điểm tổng hợp phù hợp hơn các mã còn lại
52,Tăng trưởng,FRT.VN,Retail,0.28518672048030413,0.4262114398872703,0.1473548502368597,3,-1,1,-0.0116434689507494,0.0224580563349867,0.014,24.570024,5.0185494,0.29212,0.043080002,0.295,0.711,2.81,ROE tốt; lưu ý: mã dị biệt theo HDBSCAN
53,Tăng trưởng,FPT.VN,Technology,0.28470352679413546,0.3379868143940863,0.1924510268731004,1,5,0,-0.2550376181275305,0.0195563645051299,0.426,14.184397,3.5720334,0.2849,0.091400005,-0.223,0.137,2.61,ROE tốt
54,Tăng trưởng,VCB.VN,Banking,0.2713433679576903,0.3158408687166794,0.2010190394240591,0,2,0,-0.0610578666104065,0.01506423413017,0.529,16.447369,2.4156535,0.16383,0.01543,0.132,0.087,0.866,điểm tổng hợp phù hợp hơn các mã còn lại
55,Tăng trưởng,GIL.VN,Textile,0.270128832946559,0.3347366958498276,0.1432525834067187,3,7,0,-0.3477218225419664,0.025376697296959,0.637,13.7126755,0.49466133,0.01754,0.00656,0.566,2.586,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
56,Tăng trưởng,BWE.VN,Utilities,0.26611617476346383,0.3494751599110278,0.0859342513029776,3,10,0,0.0241725822063703,0.0152387972763647,-0.058,10.952903,1.5670379,0.18269,0.054190002,0.12,0.5,2.95,điểm tổng hợp phù hợp hơn các mã còn lại
57,Tăng trưởng,HVN.VN,Aviation,0.2638576123303727,0.29324479044554536,0.2343450360739639,3,4,0,-0.1335616438356164,0.0272692337674402,0.763,7.4906235,11.06790382,0.15097,0.08695,0.198,-0.8362799999999999,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
58,Tăng trưởng,SAB.VN,Consumer,0.2633936783771589,0.35279906257102267,0.0657373383097721,1,0,0,-0.0516897119149943,0.0152928993266467,0.362,13.140604,2.9103966,0.20154,0.09476,0.111,0.513,10.42,điểm tổng hợp phù hợp hơn các mã còn lại
59,Tăng trưởng,ELC.VN,Technology,0.26320332460625817,0.3475669543683096,0.0796258261937659,3,10,0,-0.0166345969169657,0.0196960507041994,0.589,13.7126755,1.3866559,0.091730006,0.03983,0.862,-0.486,2.81,tăng trưởng doanh thu tốt
60,Tăng trưởng,VHC.VN,Seafood,0.258162893969061,0.3213855989420961,0.132771898838375,1,6,0,-0.1762490291238402,0.0239806814493177,0.467,8.849558,1.373204,0.1619,0.07294,0.116,0.379,6.8,điểm tổng hợp phù hợp hơn các mã còn lại
61,Tăng trưởng,EIB.VN,Banking,0.25789012388585836,0.14112840132341983,0.836400971837858,3,-1,1,0.1546666666666667,0.0254436508027534,-0.09976,53.475937,1.5079774,0.02865,0.0046564,-0.281,-0.591,2.81,lưu ý: mã dị biệt theo HDBSCAN
62,Tăng trưởng,TRA.VN,Pharma,0.25445940423539964,0.35337751897747244,0.0283805638046759,1,6,0,0.0082690409245247,0.0120320791108592,0.123,14.025245,2.108778,0.19500999,0.09994,0.14,0.443,5.06,điểm tổng hợp phù hợp hơn các mã còn lại
63,Tăng trưởng,GMD.VN,Logistics,0.2513896106423004,0.3243659815653301,0.0973336941862775,1,6,0,-0.0353992317450673,0.022688778512154,0.589,18.148819,2.86322,0.16347,0.055,0.183,0.1805,2.95,điểm tổng hợp phù hợp hơn các mã còn lại
64,Tăng trưởng,DHG.VN,Pharma,0.2511346572863551,0.33809040812743757,0.0578854863885952,1,0,0,0.0474387088432883,0.0117430394098232,0.329,14.224751,2.795642,0.20486,0.11326,0.003,0.186,5.26,điểm tổng hợp phù hợp hơn các mã còn lại
65,Tăng trưởng,ASM.VN,Midcap,0.2490281502933987,0.3168408058504745,0.1089583447922662,3,8,0,-0.177225419592645,0.0204371119842378,0.648,21.834227,0.434259444,0.02665,0.02395,-0.09,4.333,2.81,tăng trưởng EPS tốt
66,Tăng trưởng,REE.VN,Utilities,0.24753871229932575,0.32103996051102346,0.0912429597664374,1,10,0,0.0696684211406044,0.0162970917113663,0.122,13.12336,1.378318,0.13587,0.049489997,0.195,0.168,1.63,điểm tổng hợp phù hợp hơn các mã còn lại
67,Tăng trưởng,HCM.VN,Securities,0.24042613314606076,0.2840043628455919,0.1664923166165858,3,9,0,-0.1993704379005995,0.0241506269123989,0.942,19.455254,2.1671154,0.10057,0.03504,0.351,-0.145,2.49,điểm tổng hợp phù hợp hơn các mã còn lại
68,Tăng trưởng,IMP.VN,Pharma,0.23899714489989177,0.28926334237136475,0.1460512209597458,1,6,0,0.1024286965974659,0.0193584330975308,0.463,23.251432,3.0367444,0.15421,0.10163999,-0.081,0.102,1.07,điểm tổng hợp phù hợp hơn các mã còn lại
69,Tăng trưởng,MIG.VN,Insurance,0.22477782368047033,0.2934203855317256,0.0775342152330497,3,7,0,0.0882566002313378,0.0181791661805172,0.398,11.454754,1.3790565,0.12516,0.0241,0.032,0.003,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
70,Tăng trưởng,VDS.VN,Securities,0.22158435849823596,0.26106141971652874,0.1553654587866634,3,11,0,-0.098053536552867,0.0283973528460756,1.003,15.037594,1.1774755,0.08043,0.033239998,0.083,0.1805,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
71,Tăng trưởng,CMG.VN,Technology,0.22139093634128001,0.29656643221192625,0.0551777351717266,3,7,0,-0.2768762765880025,0.0226051397584824,0.379,14.947683,1.9900429,0.13036999,0.03731,0.234,0.159,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
72,Tăng trưởng,DIG.VN,Midcap,0.21837312633225228,0.24323990513775848,0.1924207709432855,3,11,0,-0.0635751143713587,0.0293149500956468,0.957,13.210039,1.0860223,0.07079,0.028970001,-0.054,0.1805,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
73,Tăng trưởng,FMC.VN,Seafood,0.21829836511878542,0.27544220023468285,0.1019552998180298,1,7,0,-0.209181923745971,0.0183094591723037,0.443,6.317114,0.9683902,0.1555,0.048979998,-0.297,0.599,5.69,điểm tổng hợp phù hợp hơn các mã còn lại
74,Tăng trưởng,CSV.VN,Industrial,0.21679022884763377,0.2885971763984367,0.0590888214749125,1,6,0,-0.3852000230343405,0.0226255428903484,0.345,15.898251,1.7654365,0.13413,0.07664,0.302,-0.181,3.89,điểm tổng hợp phù hợp hơn các mã còn lại
75,Tăng trưởng,FTS.VN,Securities,0.21395028128083374,0.26998011695748536,0.099856797642376,3,11,0,-0.1138394926209229,0.0237404427599565,0.716,22.172846,1.8015116,0.09175,0.033970002,0.213,0.015,2.12,điểm tổng hợp phù hợp hơn các mã còn lại
76,Tăng trưởng,DBD.VN,Pharma,0.20924091039929452,0.2910737178998625,0.021957231477563,1,6,0,-0.1422473657310355,0.013331412455445,0.003,18.903591,2.610827,0.16407,0.08144,0.016,-0.019,3.98,điểm tổng hợp phù hợp hơn các mã còn lại
77,Tăng trưởng,DGC.VN,Materials,0.20616949487803257,0.25403413504520356,0.1133824013855603,1,0,0,-0.3889403636764981,0.0220530000529658,0.314,7.390983,1.1782672,0.18456,0.09072,-0.244,-0.495,6.25,điểm tổng hợp phù hợp hơn các mã còn lại
78,Tăng trưởng,BMI.VN,Insurance,0.19138275929896972,0.25658743436960596,0.0470862209609823,3,7,0,-0.0336654353450456,0.0166956701419116,0.095,11.060508,0.73141134,0.085719995,0.022249999,0.02,-0.119,3.05,điểm tổng hợp phù hợp hơn các mã còn lại
79,Tăng trưởng,GVR.VN,Materials,0.1885617599869434,0.21840508010380336,0.1427128156571243,3,10,0,-0.1154319939632806,0.0239681152682698,1.426,23.923445,2.5693464,0.09948,0.03659,-0.069,-0.702,1.1,điểm tổng hợp phù hợp hơn các mã còn lại
80,Tăng trưởng,TCM.VN,Textile,0.18616070190296036,0.24343471780081913,0.0630255977695479,3,7,0,-0.3779021819415997,0.0187423740366779,0.364,11.061946,1.0486834,0.10875,0.04395,-0.001,-0.161,4.39,điểm tổng hợp phù hợp hơn các mã còn lại
81,Tăng trưởng,BCM.VN,Real Estate,0.18563962286937477,0.23482379445951332,0.0850518669908619,3,10,0,-0.1313559802458148,0.0204904646805737,0.501,17.152658,2.5786805,0.15845999,0.024619998,-0.4,-0.23,2.02,điểm tổng hợp phù hợp hơn các mã còn lại
82,Tăng trưởng,IDI.VN,Midcap,0.1856355301057096,0.2379938991632514,0.0761592027657345,3,8,0,-0.1749696233292831,0.0232516974581435,0.06,11.148209,0.45814654,0.043959998,0.02414,-0.004,0.542,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
83,Tăng trưởng,KDH.VN,Real Estate,0.18071140978486577,0.21593453091055526,0.1182289525899084,1,10,0,-0.0142247346343472,0.0232208101410445,0.731,22.371252,1.3338215,0.08931,0.0367,-0.604,1.3,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
84,Tăng trưởng,PLX.VN,Energy,0.17943865055295244,0.2692800379035759,0.1637704960817973,3,-1,1,-0.0314987260906539,0.0184406830827889,1.093,49.750957,2.1482337,0.07374,0.01166,0.454,0.1805,2.79,lưu ý: mã dị biệt theo HDBSCAN
85,Tăng trưởng,NLG.VN,Real Estate,0.17828972113417432,0.21134176579186278,0.1214019403194815,3,7,0,-0.1493231322188107,0.0263260838236888,0.836,20.201939,0.9621462,0.06429,0.02476,-0.009,-0.509,1.83,điểm tổng hợp phù hợp hơn các mã còn lại
86,Tăng trưởng,NKG.VN,Materials,0.14511825740368575,0.14997295753468118,0.1605487485176357,3,8,0,0.023890784982935,0.023787045978346,0.923,38.461536,0.8022924,0.02019,0.0049,-0.203,-0.659,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
87,Tăng trưởng,HSG.VN,Materials,0.138298610642424,0.21550273229165015,0.1497867921530757,3,-1,1,-0.1147595790956365,0.0222505321158291,1.089,19.157087,0.85912985,0.04765,0.02177,0.061,-0.422,3.36,lưu ý: mã dị biệt theo HDBSCAN
88,Tăng trưởng,PDR.VN,Real Estate,0.13684083887883797,0.19454932971945763,0.2026252323008706,3,-1,1,0.0121739474243867,0.0284382645371279,-0.02,26.385008,1.2807652,0.05085,0.0081,-0.62296,1.526,2.81,lưu ý: mã dị biệt theo HDBSCAN
89,Tăng trưởng,SSB.VN,Banking,0.10511432071243677,0.16580013832249738,0.1562168955467545,3,-1,1,0.0268656716417909,0.0176729891644183,0.007,15.174437,1.1662554,0.07811,0.00849,-0.569,-0.676,2.81,lưu ý: mã dị biệt theo HDBSCAN
1,Aggressive,VHM.VN,Real Estate,0.8016034779450938,0.8933690508783476,0.904980569321002,2,-1,1,1.9375,0.0280356588276708,1.356,28.653296,2.5027304,0.26724002,0.05698,1.4892000000000083,7.715400000000003,2.81,return cao; growth cao; rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
2,Aggressive,VIC.VN,Real Estate,0.6562021000772548,0.6889539815315189,0.8957372520207666,2,-1,1,2.549734895191145,0.0307735562632477,1.4812000000000003,100.99298720000029,11.0641,0.09277,0.0051200003,0.245,-0.014,2.81,return cao; rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
3,Aggressive,VIX.VN,Securities,0.5963463407577445,0.6026242117116216,0.8980375702384379,0,-1,1,1.4190140013268184,0.0322371052046584,1.471,6.802721,1.3546116,0.27235,0.20618,0.603,-0.63,2.81,return cao; rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
4,Aggressive,SCR.VN,Midcap,0.5523526908760196,0.553542379490412,0.859492100930925,3,-1,1,0.341549295774648,0.0268665445927491,0.726,26.246077,0.4355091,0.017144,0.00878,0.368,7.608,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
5,Aggressive,SJS.VN,Midcap,0.5463475131527612,0.5623218854209229,0.810888773432461,0,-1,1,1.179172464280397,0.029363369450056,0.365,34.72222,4.769309,0.14119,0.046409998,1.21,1.611,2.81,growth cao; rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
6,Aggressive,PVD.VN,Energy,0.5250957090466922,0.4370953587874177,0.8765158315819993,3,11,0,0.2406060695875214,0.0232617714218211,0.635,18.293636,1.059404,0.071729995,0.035520002,1.263,0.929,1.53,growth cao
7,Aggressive,SHB.VN,Banking,0.5076432788697486,0.383605094659213,0.956478850433198,0,3,0,1.0868238581761482,0.0226856691389455,0.584,5.2083335,0.87103796,0.18304001,0.01416,0.094,0.066,3.2,điểm tổng hợp phù hợp hơn các mã còn lại
8,Aggressive,VPB.VN,Banking,0.5041346741178299,0.3723893234560856,0.9738485907942798,0,3,0,0.5394199082678464,0.0246532209885813,0.523,8.14996,1.2758288,0.15836,0.02261,0.347,0.591,1.85,rủi ro/biến động cao phù hợp khẩu vị aggressive
9,Aggressive,VND.VN,Securities,0.49821283556021473,0.45284645750370744,0.9248812612304782,0,-1,1,0.6128136045330321,0.0274602437098891,1.06,11.389522,1.1907245,0.105179995,0.04456,0.406,0.426,3.06,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
10,Aggressive,HPG.VN,Materials,0.49053291680914757,0.3688299772199853,0.9294077310206316,0,9,0,0.1777777208137272,0.0190352456489414,0.973,9.803921,1.466654,0.16465001,0.058179997,0.406,1.689,1.88,rủi ro/biến động cao phù hợp khẩu vị aggressive
11,Aggressive,CII.VN,Construction,0.4883584134667261,0.4436170585754504,0.9113058898556432,3,-1,1,0.8218849444431355,0.0316324739309666,0.754,93.45794,1.2568492,0.02888,0.0185,0.198,-0.087,2.84,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
12,Aggressive,POW.VN,Energy,0.4855494821068628,0.3652292129958576,0.91955613203905,3,11,0,0.2693333849826409,0.020035017151258,0.714,12.594459,1.0843557,0.100480005,0.0306,0.512,1.448,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
13,Aggressive,ANV.VN,Seafood,0.48533099798783913,0.4461622659588057,0.8920696472667009,1,-1,1,0.3869511030708148,0.0287963640538231,0.86,5.6369786,1.6094545,0.3196,0.14551,0.664,0.48,2.22,growth cao; rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
14,Aggressive,TCB.VN,Banking,0.478882386901093,0.3439411083940707,0.9524944441009742,0,2,0,0.448046402424195,0.0201870092872197,0.914,8.787346,1.3439496,0.15788999,0.02467,0.211,0.118,2.17,rủi ro/biến động cao phù hợp khẩu vị aggressive
15,Aggressive,VRE.VN,Real Estate,0.4675569544585008,0.4308411656878524,0.8638725539080166,0,-1,1,0.8959537572254335,0.0266830342820469,0.927,10.842795,1.5409305,0.14773,0.04242,0.076,0.365,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
16,Aggressive,NT2.VN,Utilities,0.46716305057455226,0.3854599542081851,0.7893643305152909,1,6,0,0.248684876787723,0.0192524306582566,0.178,5.200208,1.3138819,0.28186,0.09724,0.522,4.779,3.04,điểm tổng hợp phù hợp hơn các mã còn lại
17,Aggressive,CTG.VN,Banking,0.46378727744925674,0.33496806515910693,0.9172385273515278,0,3,0,0.3693052018413842,0.0179343354414771,0.741,7.122507,1.4482013,0.22364001,0.01421,0.416,0.646,0.89,điểm tổng hợp phù hợp hơn các mã còn lại
18,Aggressive,HDB.VN,Banking,0.4589693229416661,0.31382278238017675,0.9571735011021696,0,3,0,0.444157572058522,0.0226980993606418,0.5,7.5277085,1.6105832,0.24431999,0.02078,0.103,0.188,2.81,điểm tổng hợp phù hợp hơn các mã còn lại
19,Aggressive,MBB.VN,Banking,0.456514199037763,0.31089334110538763,0.9555554410559668,0,3,0,0.5245861552569457,0.019003326612167,0.61,7.204611,1.4673853,0.20782,0.02053,0.168,0.144,1.21,điểm tổng hợp phù hợp hơn các mã còn lại
20,Aggressive,HAG.VN,Midcap,0.4536780284323943,0.38699224081795647,0.931133839439299,3,-1,1,0.4430894308943089,0.0257815225791926,0.327,6.127451,1.4869381,0.2375,0.05466,0.293,2.301,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
21,Aggressive,PAN.VN,Midcap,0.45287150734083514,0.37500166724874284,0.7614813610668607,1,6,0,0.1768695562953925,0.0220046043842235,0.626,6.016847,1.1464198,0.17608999,0.04083,-0.086,4.439,9.32,điểm tổng hợp phù hợp hơn các mã còn lại
22,Aggressive,VJC.VN,Aviation,0.4520220442899338,0.4086680131042132,0.8638177404679385,3,-1,1,1.056056056056056,0.0254452606456637,0.486,40.03932,4.137913,0.114259996,0.02116,0.171,0.505,2.81,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
23,Aggressive,SSI.VN,Securities,0.45039633458706646,0.3976283681395404,0.8882259075575526,0,-1,1,0.2092338377699256,0.0240476618610594,1.169,13.157894,1.7615561,0.13479,0.05126,0.467,0.192,3.36,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
24,Aggressive,VSC.VN,Logistics,0.4495071681835001,0.3872571069608286,0.9137087732436804,3,-1,1,0.6307090446550514,0.0324981412910603,0.42,28.260214,1.4930767,0.081379995,0.041890003,0.262,-0.834,2.43,rủi ro/biến động cao phù hợp khẩu vị aggressive; lưu ý: mã dị biệt theo HDBSCAN
