Rank,Query_Ticker,Recommended_Ticker,Query_Cluster,Recommended_Cluster,Same_Cluster,Distance,Similarity,Sector,PC1,PC2,PC3,RET,VOL,PE,ROE,DY,BETA,Is_Outlier
5,DGC.VN,GAS.VN,1,1,True,2.29086,0.303872,Energy,1.2661347469459754,2.259306006829578,1.8616767823368847,0.169565246032991,0.0177682020129978,18.621975,0.17497,2.41,0.698,0
1,DCM.VN,GMD.VN,1,1,True,0.224637,0.816568,Logistics,1.273744340071224,0.9524107269626222,0.6628103028716904,-0.0353992317450673,0.022688778512154,18.148819,0.16347,2.95,0.589,0
2,DCM.VN,NT2.VN,1,1,True,0.334874,0.749134,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
3,DCM.VN,VHC.VN,1,1,True,0.444221,0.692415,Seafood,1.6861952524081785,1.409847602159671,0.4245736321261498,-0.1762490291238402,0.0239806814493177,8.849558,0.1619,6.8,0.467,0
4,DCM.VN,IMP.VN,1,1,True,0.642334,0.60889,Pharma,1.7667670571919143,1.582613192983587,0.7233686826036201,0.1024286965974659,0.0193584330975308,23.251432,0.15421,1.07,0.463,0
5,DCM.VN,PAN.VN,1,1,True,0.67241,0.59794,Midcap,1.517882014965387,1.4440597983084122,-0.0175478632189867,0.1768695562953925,0.0220046043842235,6.016847,0.17608999,9.32,0.626,0
1,DPM.VN,ELC.VN,3,3,True,0.262016,0.792383,Technology,1.1409544596936996,0.7048891472065151,-0.6885578109939908,-0.0166345969169657,0.0196960507041994,13.7126755,0.091730006,2.81,0.589,0
2,DPM.VN,BWE.VN,3,3,True,0.319845,0.757665,Utilities,0.9477733154200886,0.2168447765056616,-0.4918078077728923,0.0241725822063703,0.0152387972763647,10.952903,0.18269,2.95,-0.058,0
3,DPM.VN,GVR.VN,3,3,True,0.618522,0.617848,Materials,0.4652858717629508,0.1874816389487817,-0.5085956977221633,-0.1154319939632806,0.0239681152682698,23.923445,0.09948,1.1,1.426,0
4,DPM.VN,MIG.VN,3,3,True,0.874184,0.533565,Insurance,1.0193422617213066,0.147272304202033,-1.4163816242548106,0.0882566002313378,0.0181791661805172,11.454754,0.12516,2.81,0.398,0
5,DPM.VN,DGW.VN,3,3,True,0.896078,0.527404,Retail,0.4211881512174837,1.0295185046769957,-1.0846897833892364,-0.026478671590113,0.0246412457327064,14.306151,0.19156,2.4,0.327,0
1,GVR.VN,DBC.VN,3,3,True,0.404449,0.712023,Consumer,0.3125144170539017,-0.1329515053881547,-0.7024057554276693,0.1154593793542868,0.0221643481758674,6.455768,0.1751,2.81,1.095,0
2,GVR.VN,BWE.VN,3,3,True,0.483672,0.674004,Utilities,0.9477733154200886,0.2168447765056616,-0.4918078077728923,0.0241725822063703,0.0152387972763647,10.952903,0.18269,2.95,-0.058,0
3,GVR.VN,DPM.VN,3,3,True,0.618522,0.617848,Materials,0.9825825223148164,0.5074875566848287,-0.6207107990654299,0.1781509538782171,0.0202778928459491,16.666666,0.1116,3.28,0.36,0
4,GVR.VN,BSR.VN,3,3,True,0.65513,0.604182,Energy,-0.0663812572639074,0.5482362527450164,-0.3806040697476178,0.2112499748094352,0.027648296818571,11.709601,0.14062999,2.81,0.589,1
5,GVR.VN,BCM.VN,3,3,True,0.841182,0.543129,Real Estate,0.0902338927265107,-0.5616154797370847,-0.4325926339735323,-0.1313559802458148,0.0204904646805737,17.152658,0.15845999,2.02,0.501,0
1,GAS.VN,VNM.VN,1,1,True,0.636178,0.611181,Consumer,1.6636387669691306,2.4172776033941266,2.3325880121079043,0.0616401954500214,0.0163844055164813,13.400106,0.2768,9.07,0.393,0
2,GAS.VN,PNJ.VN,1,1,True,0.687185,0.592703,Retail,0.9490294739001224,1.8933783182351,1.3740654524546545,0.0228182502783464,0.0212449964889569,9.98004,0.27692,2.04,0.544,0
3,GAS.VN,FPT.VN,1,1,True,1.209279,0.452636,Technology,0.7058942619477204,1.5093960328413336,1.0960909023445122,-0.2550376181275305,0.0195563645051299,14.184397,0.2849,2.61,0.426,0
4,GAS.VN,TRA.VN,1,1,True,1.410441,0.414862,Pharma,2.0295127631028107,1.8184321748498509,0.7606643337811277,0.0082690409245247,0.0120320791108592,14.025245,0.19500999,5.06,0.123,0
5,GAS.VN,IMP.VN,1,1,True,1.41573,0.413954,Pharma,1.7667670571919143,1.582613192983587,0.7233686826036201,0.1024286965974659,0.0193584330975308,23.251432,0.15421,1.07,0.463,0
1,PLX.VN,CTD.VN,3,3,True,0.398576,0.715013,Construction,-0.3350199713332089,0.3681225904179055,-1.9130425396364044,0.1202645070315704,0.0251887719191873,10.384215,0.0924,1.22,0.858,1
2,PLX.VN,BVH.VN,3,3,True,0.934567,0.516911,Insurance,-0.6700385330225586,1.338404206652389,-1.9720618134017769,0.1755466445736297,0.0231792948849196,17.331022,0.12069,1.46,0.201,0
3,PLX.VN,SCR.VN,3,3,True,0.994834,0.501295,Midcap,-0.9762491630317174,-0.1181945264351663,-2.696219965892604,0.341549295774648,0.0268665445927491,26.246077,0.017144,2.81,0.726,1
4,PLX.VN,HSG.VN,3,3,True,1.01278,0.496825,Materials,-0.1730323642849626,-0.4778160764212283,-2.2692707077742527,-0.1147595790956365,0.0222505321158291,19.157087,0.04765,3.36,1.089,1
5,PLX.VN,VSC.VN,3,3,True,1.029419,0.492752,Logistics,-0.7756894948204873,-0.1835175770937348,-1.6721250297129833,0.6307090446550514,0.0324981412910603,28.260214,0.081379995,2.43,0.42,1
1,POW.VN,VDS.VN,3,3,True,0.468439,0.680995,Securities,-0.2482333775603837,-0.4694284224400342,-1.531727628077095,-0.098053536552867,0.0283973528460756,15.037594,0.08043,2.81,1.003,0
2,POW.VN,PVD.VN,3,3,True,0.472674,0.679037,Energy,-0.3274026719026874,-0.0336282986573404,-1.0637455386070729,0.2406060695875214,0.0232617714218211,18.293636,0.071729995,1.53,0.635,0
3,POW.VN,FTS.VN,3,3,True,0.516011,0.659626,Securities,-0.3694959816825652,-0.5232639269285664,-1.0766478291047088,-0.1138394926209229,0.0237404427599565,22.172846,0.09175,2.12,0.716,0
4,POW.VN,DIG.VN,3,3,True,0.529005,0.65402,Midcap,0.2303511141175495,-0.5574543263791272,-1.6342646020022478,-0.0635751143713587,0.0293149500956468,13.210039,0.07079,2.81,0.957,0
5,POW.VN,DBC.VN,3,3,True,0.606932,0.622304,Consumer,0.3125144170539017,-0.1329515053881547,-0.7024057554276693,0.1154593793542868,0.0221643481758674,6.455768,0.1751,2.81,1.095,0
1,PVD.VN,POW.VN,3,3,True,0.472674,0.679037,Energy,0.048722940418396,-0.264548554676226,-1.2329367637130026,0.2693333849826409,0.020035017151258,12.594459,0.100480005,2.81,0.714,0
2,PVD.VN,FTS.VN,3,3,True,0.491611,0.670416,Securities,-0.3694959816825652,-0.5232639269285664,-1.0766478291047088,-0.1138394926209229,0.0237404427599565,22.172846,0.09175,2.12,0.716,0
3,PVD.VN,VDS.VN,3,3,True,0.644358,0.60814,Securities,-0.2482333775603837,-0.4694284224400342,-1.531727628077095,-0.098053536552867,0.0283973528460756,15.037594,0.08043,2.81,1.003,0
4,PVD.VN,DBC.VN,3,3,True,0.74157,0.574195,Consumer,0.3125144170539017,-0.1329515053881547,-0.7024057554276693,0.1154593793542868,0.0221643481758674,6.455768,0.1751,2.81,1.095,0
5,PVD.VN,VSC.VN,3,3,True,0.770424,0.564836,Logistics,-0.7756894948204873,-0.1835175770937348,-1.6721250297129833,0.6307090446550514,0.0324981412910603,28.260214,0.081379995,2.43,0.42,1
1,BSR.VN,GVR.VN,3,3,True,0.65513,0.604182,Materials,0.4652858717629508,0.1874816389487817,-0.5085956977221633,-0.1154319939632806,0.0239681152682698,23.923445,0.09948,1.1,1.426,0
2,BSR.VN,DBC.VN,3,3,True,0.843288,0.542509,Consumer,0.3125144170539017,-0.1329515053881547,-0.7024057554276693,0.1154593793542868,0.0221643481758674,6.455768,0.1751,2.81,1.095,0
3,BSR.VN,MWG.VN,3,3,True,0.896635,0.52725,Retail,-0.0929131789744725,1.277411979467408,0.1405032960838166,0.4814089260772629,0.020571817104407,14.285714,0.2525,1.26,0.449,1
4,BSR.VN,PVD.VN,3,3,True,0.934548,0.516916,Energy,-0.3274026719026874,-0.0336282986573404,-1.0637455386070729,0.2406060695875214,0.0232617714218211,18.293636,0.071729995,1.53,0.635,0
5,BSR.VN,DGW.VN,3,3,True,0.982392,0.504441,Retail,0.4211881512174837,1.0295185046769957,-1.0846897833892364,-0.026478671590113,0.0246412457327064,14.306151,0.19156,2.4,0.327,0
1,BCM.VN,KBC.VN,3,3,True,0.451676,0.688859,Real Estate,0.0584350335757305,-0.8044573575623373,-0.8121031442421157,0.2554744525547445,0.0244279246992217,18.939394,0.06577,2.81,1.038,0
2,BCM.VN,DBC.VN,3,3,True,0.553137,0.643858,Consumer,0.3125144170539017,-0.1329515053881547,-0.7024057554276693,0.1154593793542868,0.0221643481758674,6.455768,0.1751,2.81,1.095,0
3,BCM.VN,HAG.VN,3,3,True,0.758029,0.568819,Midcap,0.0754783450038156,-0.8170892467253151,0.2809366766738503,0.4430894308943089,0.0257815225791926,6.127451,0.2375,2.81,0.327,1
4,BCM.VN,FTS.VN,3,3,True,0.792231,0.557964,Securities,-0.3694959816825652,-0.5232639269285664,-1.0766478291047088,-0.1138394926209229,0.0237404427599565,22.172846,0.09175,2.12,0.716,0
5,BCM.VN,HCM.VN,3,3,True,0.810361,0.552376,Securities,-0.5356255327941862,-1.0744130944459145,-0.4775805054334824,-0.1993704379005995,0.0241506269123989,19.455254,0.10057,2.49,0.942,0
1,DXG.VN,SCR.VN,3,3,True,0.462295,0.683856,Midcap,-0.9762491630317174,-0.1181945264351663,-2.696219965892604,0.341549295774648,0.0268665445927491,26.246077,0.017144,2.81,0.726,1
2,DXG.VN,VSC.VN,3,3,True,0.641048,0.609367,Logistics,-0.7756894948204873,-0.1835175770937348,-1.6721250297129833,0.6307090446550514,0.0324981412910603,28.260214,0.081379995,2.43,0.42,1
3,DXG.VN,HSG.VN,3,3,True,0.893088,0.528238,Materials,-0.1730323642849626,-0.4778160764212283,-2.2692707077742527,-0.1147595790956365,0.0222505321158291,19.157087,0.04765,3.36,1.089,1
4,DXG.VN,CTD.VN,3,3,True,0.990863,0.502295,Construction,-0.3350199713332089,0.3681225904179055,-1.9130425396364044,0.1202645070315704,0.0251887719191873,10.384215,0.0924,1.22,0.858,1
5,DXG.VN,PET.VN,3,3,True,1.004952,0.498765,Midcap,-1.3929764500712911,0.6721669694383738,-2.460479485876907,0.3438734967259778,0.029222129533992,17.15263,0.15958,1.03,0.409,1
1,KBC.VN,BCM.VN,3,3,True,0.451676,0.688859,Real Estate,0.0902338927265107,-0.5616154797370847,-0.4325926339735323,-0.1313559802458148,0.0204904646805737,17.152658,0.15845999,2.02,0.501,0
2,KBC.VN,FTS.VN,3,3,True,0.576349,0.634377,Securities,-0.3694959816825652,-0.5232639269285664,-1.0766478291047088,-0.1138394926209229,0.0237404427599565,22.172846,0.09175,2.12,0.716,0
3,KBC.VN,POW.VN,3,3,True,0.684614,0.593608,Energy,0.048722940418396,-0.264548554676226,-1.2329367637130026,0.2693333849826409,0.020035017151258,12.594459,0.100480005,2.81,0.714,0
4,KBC.VN,DBC.VN,3,3,True,0.726299,0.579274,Consumer,0.3125144170539017,-0.1329515053881547,-0.7024057554276693,0.1154593793542868,0.0221643481758674,6.455768,0.1751,2.81,1.095,0
5,KBC.VN,HCM.VN,3,3,True,0.733273,0.576943,Securities,-0.5356255327941862,-1.0744130944459145,-0.4775805054334824,-0.1993704379005995,0.0241506269123989,19.455254,0.10057,2.49,0.942,0
1,KDH.VN,REE.VN,1,1,True,0.373885,0.727863,Utilities,1.3347992905062238,0.1458754214607675,0.2044955893645689,0.0696684211406044,0.0162970917113663,13.12336,0.13587,1.63,0.122,0
2,KDH.VN,GMD.VN,1,1,True,0.861174,0.537295,Logistics,1.273744340071224,0.9524107269626222,0.6628103028716904,-0.0353992317450673,0.022688778512154,18.148819,0.16347,2.95,0.589,0
3,KDH.VN,DCM.VN,1,1,True,0.890853,0.528862,Materials,1.408413052192382,1.0825286719086675,0.5387315604569597,-0.0288722344952443,0.0204555889721782,10.7181,0.21162,4.83,0.247,0
4,KDH.VN,PAN.VN,1,1,True,1.085586,0.479481,Midcap,1.517882014965387,1.4440597983084122,-0.0175478632189867,0.1768695562953925,0.0220046043842235,6.016847,0.17608999,9.32,0.626,0
5,KDH.VN,NT2.VN,1,1,True,1.089798,0.478515,Utilities,1.7124482786291613,1.217816392736829,0.501305899568439,0.248684876787723,0.0192524306582566,5.200208,0.28186,3.04,0.178,0
1,NLG.VN,MIG.VN,3,3,True,0.322348,0.756231,Insurance,1.0193422617213066,0.147272304202033,-1.4163816242548106,0.0882566002313378,0.0181791661805172,11.454754,0.12516,2.81,0.398,0
2,NLG.VN,BMI.VN,3,3,True,0.795652,0.556901,Insurance,1.5629982589854747,0.1626759881760358,-1.8941668491606047,-0.0336654353450456,0.0166956701419116,11.060508,0.085719995,3.05,0.095,0
3,NLG.VN,DIG.VN,3,3,True,0.839983,0.543483,Midcap,0.2303511141175495,-0.5574543263791272,-1.6342646020022478,-0.0635751143713587,0.0293149500956468,13.210039,0.07079,2.81,0.957,0
4,NLG.VN,CMG.VN,3,3,True,0.89368,0.528072,Technology,0.6545328067414706,0.67980899162376,-1.4378541447648523,-0.2768762765880025,0.0226051397584824,14.947683,0.13036999,2.81,0.379,0
5,NLG.VN,GIL.VN,3,3,True,0.935008,0.516794,Textile,1.4095970665214774,0.6582681265393302,-1.4977191030760544,-0.3477218225419664,0.025376697296959,13.7126755,0.01754,2.81,0.637,0
1,PDR.VN,DIG.VN,3,3,True,0.716175,0.582691,Midcap,0.2303511141175495,-0.5574543263791272,-1.6342646020022478,-0.0635751143713587,0.0293149500956468,13.210039,0.07079,2.81,0.957,0
2,PDR.VN,EIB.VN,3,3,True,0.811518,0.552023,Banking,-0.0863990328147885,-0.7974594326596467,-2.07847381086615,0.1546666666666667,0.0254436508027534,53.475937,0.02865,2.81,-0.09976,1
3,PDR.VN,HHV.VN,3,3,True,0.991481,0.502139,Construction,-0.3034852071766025,-1.3919864539991256,-1.5049637468479429,0.1756409962028997,0.022003179583098,9.349885,0.05924,2.81,0.786,1
4,PDR.VN,NLG.VN,3,3,True,1.093245,0.477727,Real Estate,0.9564162716278372,-0.1595580826414922,-1.4925625412157997,-0.1493231322188107,0.0263260838236888,20.201939,0.06429,1.83,0.836,0
5,PDR.VN,HSG.VN,3,3,True,1.114355,0.472957,Materials,-0.1730323642849626,-0.4778160764212283,-2.2692707077742527,-0.1147595790956365,0.0222505321158291,19.157087,0.04765,3.36,1.089,1
1,VHM.VN,VIC.VN,2,2,True,6.194383,0.138997,Real Estate,-13.4665818113871,4.61322803952263,1.6028554986192098,2.549734895191145,0.0307735562632477,100.99298720000029,0.09277,2.81,1.4812000000000003,1
2,VHM.VN,VJC.VN,2,3,False,6.031101,0.142225,Aviation,-3.5888946403512514,3.0107864899314265,-1.32533293647998,1.056056056056056,0.0254452606456637,40.03932,0.114259996,2.81,0.486,1
3,VHM.VN,SJS.VN,2,0,False,6.329633,0.136432,Midcap,-2.220176218590075,0.08226645320624,1.2032328457210977,1.179172464280397,0.029363369450056,34.72222,0.14119,2.81,0.365,1
4,VHM.VN,HVN.VN,2,3,False,7.752376,0.114255,Aviation,-1.2486339563240592,2.070750022389298,-1.1589886486161507,-0.1335616438356164,0.0272692337674402,7.4906235,0.15097,2.81,0.763,0
5,VHM.VN,CII.VN,2,3,False,7.753432,0.114241,Construction,-3.0921389067319947,-0.2341248424289533,-2.5670184063226023,0.8218849444431355,0.0316324739309666,93.45794,0.02888,2.84,0.754,1
1,VIC.VN,VHM.VN,2,2,True,6.194383,0.138997,Real Estate,-7.807104018239824,2.487970482108967,2.9533992273620617,1.9375,0.0280356588276708,28.653296,0.26724002,2.81,1.356,1
2,VIC.VN,VJC.VN,2,3,False,10.426448,0.087516,Aviation,-3.5888946403512514,3.0107864899314265,-1.32533293647998,1.056056056056056,0.0254452606456637,40.03932,0.114259996,2.81,0.486,1
3,VIC.VN,SJS.VN,2,0,False,12.131403,0.076153,Midcap,-2.220176218590075,0.08226645320624,1.2032328457210977,1.179172464280397,0.029363369450056,34.72222,0.14119,2.81,0.365,1
4,VIC.VN,CII.VN,2,3,False,12.186622,0.075834,Construction,-3.0921389067319947,-0.2341248424289533,-2.5670184063226023,0.8218849444431355,0.0316324739309666,93.45794,0.02888,2.84,0.754,1
5,VIC.VN,HVN.VN,2,3,False,12.781636,0.07256,Aviation,-1.2486339563240592,2.070750022389298,-1.1589886486161507,-0.1335616438356164,0.0272692337674402,7.4906235,0.15097,2.81,0.763,0
1,VRE.VN,LPB.VN,0,0,True,0.337243,0.747808,Banking,-0.3167351196932483,-1.352705408999751,1.8097390812205705,0.4393881267431054,0.0215746621720011,14.226691,0.23426001,5.64,0.725,1
2,VRE.VN,TPB.VN,0,0,True,1.122148,0.471221,Banking,0.3708018348302654,-2.145622376447057,0.9034732970059508,0.1714584022069438,0.0222481317541997,5.9307694,0.16904,6.03,0.668,0
3,VRE.VN,VIB.VN,0,0,True,1.125325,0.470516,Banking,0.5728683806502743,-1.6985759955596464,0.7731817200732893,0.0708319959311818,0.0177450868318352,7.132668,0.16360001,5.66,0.57,0
4,VRE.VN,SSI.VN,0,0,True,1.278325,0.438919,Securities,-1.1958723563094038,-2.075779537703797,0.9322904865263442,0.2092338377699256,0.0240476618610594,13.157894,0.13479,3.36,1.169,1
5,VRE.VN,VND.VN,0,0,True,1.285838,0.437476,Securities,-1.1533099872887382,-1.909555804018373,0.7132687747736046,0.6128136045330321,0.0274602437098891,11.389522,0.105179995,3.06,1.06,1
1,DBC.VN,GVR.VN,3,3,True,0.404449,0.712023,Materials,0.4652858717629508,0.1874816389487817,-0.5085956977221633,-0.1154319939632806,0.0239681152682698,23.923445,0.09948,1.1,1.426,0
2,DBC.VN,BCM.VN,3,3,True,0.553137,0.643858,Real Estate,0.0902338927265107,-0.5616154797370847,-0.4325926339735323,-0.1313559802458148,0.0204904646805737,17.152658,0.15845999,2.02,0.501,0
3,DBC.VN,POW.VN,3,3,True,0.606932,0.622304,Energy,0.048722940418396,-0.264548554676226,-1.2329367637130026,0.2693333849826409,0.020035017151258,12.594459,0.100480005,2.81,0.714,0
4,DBC.VN,KBC.VN,3,3,True,0.726299,0.579274,Real Estate,0.0584350335757305,-0.8044573575623373,-0.8121031442421157,0.2554744525547445,0.0244279246992217,18.939394,0.06577,2.81,1.038,0
5,DBC.VN,PVD.VN,3,3,True,0.74157,0.574195,Energy,-0.3274026719026874,-0.0336282986573404,-1.0637455386070729,0.2406060695875214,0.0232617714218211,18.293636,0.071729995,1.53,0.635,0
1,MSN.VN,BVH.VN,3,3,True,0.808202,0.553036,Insurance,-0.6700385330225586,1.338404206652389,-1.9720618134017769,0.1755466445736297,0.0231792948849196,17.331022,0.12069,1.46,0.201,0
2,MSN.VN,HVN.VN,3,3,True,0.913495,0.522604,Aviation,-1.2486339563240592,2.070750022389298,-1.1589886486161507,-0.1335616438356164,0.0272692337674402,7.4906235,0.15097,2.81,0.763,0
3,MSN.VN,CTD.VN,3,3,True,1.258563,0.442759,Construction,-0.3350199713332089,0.3681225904179055,-1.9130425396364044,0.1202645070315704,0.0251887719191873,10.384215,0.0924,1.22,0.858,1
4,MSN.VN,PET.VN,3,3,True,1.345225,0.426398,Midcap,-1.3929764500712911,0.6721669694383738,-2.460479485876907,0.3438734967259778,0.029222129533992,17.15263,0.15958,1.03,0.409,1
5,MSN.VN,PLX.VN,3,3,True,1.400534,0.416574,Energy,-0.3374437855788064,0.5214616019652817,-2.280933831787616,-0.0314987260906539,0.0184406830827889,49.750957,0.07374,2.79,1.093,1
1,SAB.VN,DHG.VN,1,1,True,0.518382,0.658596,Pharma,2.8616509878919376,2.787587322283391,2.711181211856626,0.0474387088432883,0.0117430394098232,14.224751,0.20486,5.26,0.329,0
2,SAB.VN,DGC.VN,1,1,True,0.584504,0.631112,Materials,3.458501353417288,2.034308240671208,2.4869322657719057,-0.3889403636764981,0.0220530000529658,7.390983,0.18456,6.25,0.314,0
3,SAB.VN,VNM.VN,1,1,True,1.332345,0.428753,Consumer,1.6636387669691306,2.4172776033941266,2.3325880121079043,0.0616401954500214,0.0163844055164813,13.400106,0.2768,9.07,0.393,0
4,SAB.VN,GAS.VN,1,1,True,1.818075,0.354852,Energy,1.2661347469459754,2.259306006829578,1.8616767823368847,0.169565246032991,0.0177682020129978,18.621975,0.17497,2.41,0.698,0
5,SAB.VN,TRA.VN,1,1,True,1.997677,0.333592,Pharma,2.0295127631028107,1.8184321748498509,0.7606643337811277,0.0082690409245247,0.0120320791108592,14.025245,0.19500999,5.06,0.123,0
1,VNM.VN,GAS.VN,1,1,True,0.636178,0.611181,Energy,1.2661347469459754,2.259306006829578,1.8616767823368847,0.169565246032991,0.0177682020129978,18.621975,0.17497,2.41,0.698,0
2,VNM.VN,PNJ.VN,1,1,True,1.305336,0.433776,Retail,0.9490294739001224,1.8933783182351,1.3740654524546545,0.0228182502783464,0.0212449964889569,9.98004,0.27692,2.04,0.544,0
3,VNM.VN,DHG.VN,1,1,True,1.309846,0.432929,Pharma,2.8616509878919376,2.787587322283391,2.711181211856626,0.0474387088432883,0.0117430394098232,14.224751,0.20486,5.26,0.329,0
4,VNM.VN,SAB.VN,1,1,True,1.332345,0.428753,Consumer,2.992738195242844,2.3806607422514032,2.4180139581765943,-0.0516897119149943,0.0152928993266467,13.140604,0.20154,10.42,0.362,0
5,VNM.VN,TRA.VN,1,1,True,1.72146,0.36745,Pharma,2.0295127631028107,1.8184321748498509,0.7606643337811277,0.0082690409245247,0.0120320791108592,14.025245,0.19500999,5.06,0.123,0
1,HVN.VN,MSN.VN,3,3,True,0.913495,0.522604,Consumer,-1.0400360832761366,1.1882692248760989,-1.2693871403882515,0.0861581920903955,0.0209355049383975,23.310024,0.1731,2.81,0.78,0
2,HVN.VN,FRT.VN,3,3,True,0.987071,0.503253,Retail,-0.961710341826285,2.8909704017677207,-0.6907756048802219,-0.0116434689507494,0.0224580563349867,24.570024,0.29212,2.81,0.014,1
3,HVN.VN,BVH.VN,3,3,True,1.237817,0.446864,Insurance,-0.6700385330225586,1.338404206652389,-1.9720618134017769,0.1755466445736297,0.0231792948849196,17.331022,0.12069,1.46,0.201,0
4,HVN.VN,MWG.VN,3,3,True,1.91148,0.343468,Retail,-0.0929131789744725,1.277411979467408,0.1405032960838166,0.4814089260772629,0.020571817104407,14.285714,0.2525,1.26,0.449,1
5,HVN.VN,PET.VN,3,3,True,1.91592,0.342945,Midcap,-1.3929764500712911,0.6721669694383738,-2.460479485876907,0.3438734967259778,0.029222129533992,17.15263,0.15958,1.03,0.409,1
1,VJC.VN,HVN.VN,3,3,True,2.527481,0.283488,Aviation,-1.2486339563240592,2.070750022389298,-1.1589886486161507,-0.1335616438356164,0.0272692337674402,7.4906235,0.15097,2.81,0.763,0
2,VJC.VN,FRT.VN,3,3,True,2.705387,0.269877,Retail,-0.961710341826285,2.8909704017677207,-0.6907756048802219,-0.0116434689507494,0.0224580563349867,24.570024,0.29212,2.81,0.014,1
3,VJC.VN,MSN.VN,3,3,True,3.133908,0.241902,Consumer,-1.0400360832761366,1.1882692248760989,-1.2693871403882515,0.0861581920903955,0.0209355049383975,23.310024,0.1731,2.81,0.78,0
4,VJC.VN,PET.VN,3,3,True,3.402904,0.227123,Midcap,-1.3929764500712911,0.6721669694383738,-2.460479485876907,0.3438734967259778,0.029222129533992,17.15263,0.15958,1.03,0.409,1
5,VJC.VN,BVH.VN,3,3,True,3.425616,0.225957,Insurance,-0.6700385330225586,1.338404206652389,-1.9720618134017769,0.1755466445736297,0.0231792948849196,17.331022,0.12069,1.46,0.201,0
1,FTS.VN,VDS.VN,3,3,True,0.474026,0.678414,Securities,-0.2482333775603837,-0.4694284224400342,-1.531727628077095,-0.098053536552867,0.0283973528460756,15.037594,0.08043,2.81,1.003,0
2,FTS.VN,PVD.VN,3,3,True,0.491611,0.670416,Energy,-0.3274026719026874,-0.0336282986573404,-1.0637455386070729,0.2406060695875214,0.0232617714218211,18.293636,0.071729995,1.53,0.635,0
3,FTS.VN,POW.VN,3,3,True,0.516011,0.659626,Energy,0.048722940418396,-0.264548554676226,-1.2329367637130026,0.2693333849826409,0.020035017151258,12.594459,0.100480005,2.81,0.714,0
4,FTS.VN,KBC.VN,3,3,True,0.576349,0.634377,Real Estate,0.0584350335757305,-0.8044573575623373,-0.8121031442421157,0.2554744525547445,0.0244279246992217,18.939394,0.06577,2.81,1.038,0
5,FTS.VN,BCM.VN,3,3,True,0.792231,0.557964,Real Estate,0.0902338927265107,-0.5616154797370847,-0.4325926339735323,-0.1313559802458148,0.0204904646805737,17.152658,0.15845999,2.02,0.501,0
1,HCM.VN,STB.VN,3,3,True,0.532874,0.652369,Banking,-0.9364042747710468,-0.8605042393748268,-0.1990589247161282,0.6216216216216217,0.0222789882437298,13.7126755,0.07754,2.81,0.959,0
2,HCM.VN,KBC.VN,3,3,True,0.733273,0.576943,Real Estate,0.0584350335757305,-0.8044573575623373,-0.8121031442421157,0.2554744525547445,0.0244279246992217,18.939394,0.06577,2.81,1.038,0
3,HCM.VN,BCM.VN,3,3,True,0.810361,0.552376,Real Estate,0.0902338927265107,-0.5616154797370847,-0.4325926339735323,-0.1313559802458148,0.0204904646805737,17.152658,0.15845999,2.02,0.501,0
4,HCM.VN,FTS.VN,3,3,True,0.830811,0.546206,Securities,-0.3694959816825652,-0.5232639269285664,-1.0766478291047088,-0.1138394926209229,0.0237404427599565,22.172846,0.09175,2.12,0.716,0
5,HCM.VN,HAG.VN,3,3,True,1.007478,0.498137,Midcap,0.0754783450038156,-0.8170892467253151,0.2809366766738503,0.4430894308943089,0.0257815225791926,6.127451,0.2375,2.81,0.327,1
1,SSI.VN,VND.VN,0,0,True,0.278231,0.782331,Securities,-1.1533099872887382,-1.909555804018373,0.7132687747736046,0.6128136045330321,0.0274602437098891,11.389522,0.105179995,3.06,1.06,1
2,SSI.VN,TCB.VN,0,0,True,1.011726,0.497086,Banking,-1.007911631777444,-2.866310045191616,1.535051609029934,0.448046402424195,0.0201870092872197,8.787346,0.15788999,2.17,0.914,0
3,SSI.VN,BID.VN,0,0,True,1.0646,0.484355,Banking,-0.5061920008651106,-2.8167291669034777,1.2619981079916187,0.0428879177757983,0.0162964008701505,11.299435,0.18096,1.03,0.937,0
4,SSI.VN,VCB.VN,0,0,True,1.140565,0.467166,Banking,-0.9401963633177788,-2.77721330936436,1.7945599778929904,-0.0610578666104065,0.01506423413017,16.447369,0.16383,0.866,0.529,0
5,SSI.VN,VCI.VN,0,0,True,1.163425,0.46223,Securities,-0.6398836818553962,-1.543519223348965,0.0598609225488672,0.0639194008565022,0.0227031571122266,18.018017,0.09283,2.26,0.876,0
1,VCI.VN,HPG.VN,0,0,True,0.557333,0.642124,Materials,-1.0604594917035788,-1.179441604038712,0.0254656217977413,0.1777777208137272,0.0190352456489414,9.803921,0.16465001,1.88,0.973,0
2,VCI.VN,VND.VN,0,0,True,0.908037,0.524099,Securities,-1.1533099872887382,-1.909555804018373,0.7132687747736046,0.6128136045330321,0.0274602437098891,11.389522,0.105179995,3.06,1.06,1
3,VCI.VN,SSI.VN,0,0,True,1.163425,0.46223,Securities,-1.1958723563094038,-2.075779537703797,0.9322904865263442,0.2092338377699256,0.0240476618610594,13.157894,0.13479,3.36,1.169,1
4,VCI.VN,MSB.VN,0,0,True,1.171403,0.460532,Banking,0.1798875868651935,-2.315377641770072,0.3829632803777725,0.2987012987012987,0.020046630538867,7.6745768,0.14335,2.81,0.615,0
